"species_id","aou","english_common_name","french_common_name","spanish_common_name","sporder","family","genus","species"
766,3920,"unid. woodpecker","unid Pic sp.","Woodpecker sp.","Piciformes","Picidae","Woodpecker","sp."
771,3620,"Crested Caracara","Caracara du Nord","Caracara cheriway","Falconiformes","Falconidae","Caracara","cheriway"
773,3600,"American Kestrel","Crécerelle d'Amérique","Falco sparverius","Falconiformes","Falconidae","Falco","sparverius"
775,3570,"Merlin","Faucon émerillon","Falco columbarius","Falconiformes","Falconidae","Falco","columbarius"
777,3590,"Aplomado Falcon","Faucon aplomado","Falco femoralis","Falconiformes","Falconidae","Falco","femoralis"
780,3540,"Gyrfalcon","Faucon gerfaut","Falco rusticolus","Falconiformes","Falconidae","Falco","rusticolus"
781,3560,"Peregrine Falcon","Faucon pèlerin","Falco peregrinus","Falconiformes","Falconidae","Falco","peregrinus"
782,3550,"Prairie Falcon","Faucon des prairies","Falco mexicanus","Falconiformes","Falconidae","Falco","mexicanus"
783,3824,"Monk Parakeet","Conure veuve","Myiopsitta monachus","Psittaciformes","Psittacidae","Myiopsitta","monachus"
786,51830,"Nanday Parakeet","Conure nanday","Aratinga nenday","Psittaciformes","Psittacidae","Aratinga","nenday"
800,52021,"Yellow-chevroned Parakeet","Toui à ailes jaunes","Brotogeris chiriri","Psittaciformes","Psittacidae","Brotogeris","chiriri"
801,3827,"unid. White-winged / Yellow-chevroned Parakeet","Toui à ailes variées / Toui à ailes jaunes","Brotogeris versicolurus / chiriri","Psittaciformes","Psittacidae","Brotogeris","versicolurus / chiriri"
806,3826,"Red-crowned Parrot","Amazone à joues vertes","Amazona viridigenalis","Psittaciformes","Psittacidae","Amazona","viridigenalis"
813,3823,"Rose-ringed Parakeet","Perruche à collier","Psittacula krameri","Psittaciformes","Psittaculidae","Psittacula","krameri"
815,3822,"Budgerigar","Perruche ondulée","Melopsittacus undulatus","Psittaciformes","Psittaculidae","Melopsittacus","undulatus"
859,4411,"Rose-throated Becard","Bécarde à gorge rose","Pachyramphus aglaiae","Passeriformes","Tityridae","Pachyramphus","aglaiae"
872,4720,"Northern Beardless-Tyrannulet","Tyranneau imberbe","Camptostoma imberbe","Passeriformes","Tyrannidae","Camptostoma","imberbe"
882,4550,"Dusky-capped Flycatcher","Tyran olivâtre","Myiarchus tuberculifer","Passeriformes","Tyrannidae","Myiarchus","tuberculifer"
883,4540,"Ash-throated Flycatcher","Tyran à gorge cendrée","Myiarchus cinerascens","Passeriformes","Tyrannidae","Myiarchus","cinerascens"
885,4520,"Great Crested Flycatcher","Tyran huppé","Myiarchus crinitus","Passeriformes","Tyrannidae","Myiarchus","crinitus"
886,4530,"Brown-crested Flycatcher","Tyran de Wied","Myiarchus tyrannulus","Passeriformes","Tyrannidae","Myiarchus","tyrannulus"
889,4490,"Great Kiskadee","Tyran quiquivi","Pitangus sulphuratus","Passeriformes","Tyrannidae","Pitangus","sulphuratus"
893,4510,"Sulphur-bellied Flycatcher","Tyran tigré","Myiodynastes luteiventris","Passeriformes","Tyrannidae","Myiodynastes","luteiventris"
897,4460,"Tropical Kingbird","Tyran mélancolique","Tyrannus melancholicus","Passeriformes","Tyrannidae","Tyrannus","melancholicus"
898,4461,"Couch's Kingbird","Tyran de Couch","Tyrannus couchii","Passeriformes","Tyrannidae","Tyrannus","couchii"
899,4462,"unid. Tropical Kingbird / Couch's Kingbird","unid Tyran mélancolique / Tyran de Couch","Tyrannus melancholicus / couchii","Passeriformes","Tyrannidae","Tyrannus","melancholicus / couchii"
900,4480,"Cassin's Kingbird","Tyran de Cassin","Tyrannus vociferans","Passeriformes","Tyrannidae","Tyrannus","vociferans"
901,4451,"Thick-billed Kingbird","Tyran à bec épais","Tyrannus crassirostris","Passeriformes","Tyrannidae","Tyrannus","crassirostris"
902,4470,"Western Kingbird","Tyran de l'Ouest","Tyrannus verticalis","Passeriformes","Tyrannidae","Tyrannus","verticalis"
903,4447,"unid. Cassin's Kingbird / Western Kingbird","unid Tyran de Cassin / Tyran de l'Ouest","Tyrannus vociferans / verticalis","Passeriformes","Tyrannidae","Tyrannus","vociferans / verticalis"
904,4440,"Eastern Kingbird","Tyran tritri","Tyrannus tyrannus","Passeriformes","Tyrannidae","Tyrannus","tyrannus"
905,4450,"Gray Kingbird","Tyran gris","Tyrannus dominicensis","Passeriformes","Tyrannidae","Tyrannus","dominicensis"
907,4430,"Scissor-tailed Flycatcher","Tyran à longue queue","Tyrannus forficatus","Passeriformes","Tyrannidae","Tyrannus","forficatus"
908,4420,"Fork-tailed Flycatcher","Tyran des savanes","Tyrannus savana","Passeriformes","Tyrannidae","Tyrannus","savana"
912,4590,"Olive-sided Flycatcher","Moucherolle à côtés olive","Contopus cooperi","Passeriformes","Tyrannidae","Contopus","cooperi"
913,4600,"Greater Pewee","Moucherolle de Coues","Contopus pertinax","Passeriformes","Tyrannidae","Contopus","pertinax"
914,4620,"Western Wood-Pewee","Pioui de l'Ouest","Contopus sordidulus","Passeriformes","Tyrannidae","Contopus","sordidulus"
915,4610,"Eastern Wood-Pewee","Pioui de l'Est","Contopus virens","Passeriformes","Tyrannidae","Contopus","virens"
918,4630,"Yellow-bellied Flycatcher","Moucherolle à ventre jaune","Empidonax flaviventris","Passeriformes","Tyrannidae","Empidonax","flaviventris"
919,4650,"Acadian Flycatcher","Moucherolle vert","Empidonax virescens","Passeriformes","Tyrannidae","Empidonax","virescens"
920,4661,"Alder Flycatcher","Moucherolle des aulnes","Empidonax alnorum","Passeriformes","Tyrannidae","Empidonax","alnorum"
921,4660,"Willow Flycatcher","Moucherolle des saules","Empidonax traillii","Passeriformes","Tyrannidae","Empidonax","traillii"
922,4665,"unid. Alder Flycatcher / Willow Flycatcher","unid Moucherolle des aulnes / des saules","Empidonax alnorum / traillii","Passeriformes","Tyrannidae","Empidonax","alnorum / traillii"
924,4670,"Least Flycatcher","Moucherolle tchébec","Empidonax minimus","Passeriformes","Tyrannidae","Empidonax","minimus"
925,4680,"Hammond's Flycatcher","Moucherolle de Hammond","Empidonax hammondii","Passeriformes","Tyrannidae","Empidonax","hammondii"
926,4691,"Gray Flycatcher","Moucherolle gris","Empidonax wrightii","Passeriformes","Tyrannidae","Empidonax","wrightii"
927,4690,"Dusky Flycatcher","Moucherolle sombre","Empidonax oberholseri","Passeriformes","Tyrannidae","Empidonax","oberholseri"
928,4689,"unid. Hammond's Flycatcher / Dusky Flycatcher","unid Moucherolle Hammond's / Moucherolle Dusky","Empidonax hammondii / oberholseri","Passeriformes","Tyrannidae","Empidonax","hammondii / oberholseri"
930,4641,"Pacific-slope Flycatcher","Moucherolle côtier","Empidonax difficilis","Passeriformes","Tyrannidae","Empidonax","difficilis"
931,4640,"Cordilleran Flycatcher","Moucherolle des ravins","Empidonax occidentalis","Passeriformes","Tyrannidae","Empidonax","occidentalis"
932,4642,"unid. Cordilleran / Pacific-slope Flycatcher","unid Moucherolle côtier / Moucherolle des ravins","Empidonax difficilis / occidentalis","Passeriformes","Tyrannidae","Empidonax","difficilis / occidentalis"
934,4700,"Buff-breasted Flycatcher","Moucherolle beige","Empidonax fulvifrons","Passeriformes","Tyrannidae","Empidonax","fulvifrons"
935,4679,"unid. Empidonax flycatcher","unid Empidonax sp.","Empidonax sp.","Passeriformes","Tyrannidae","Empidonax","sp."
936,4580,"Black Phoebe","Moucherolle noir","Sayornis nigricans","Passeriformes","Tyrannidae","Sayornis","nigricans"
937,4560,"Eastern Phoebe","Moucherolle phébi","Sayornis phoebe","Passeriformes","Tyrannidae","Sayornis","phoebe"
938,4570,"Say's Phoebe","Moucherolle à ventre roux","Sayornis saya","Passeriformes","Tyrannidae","Sayornis","saya"
939,4710,"Vermilion Flycatcher","Moucherolle vermillon","Pyrocephalus rubinus","Passeriformes","Tyrannidae","Pyrocephalus","rubinus"
941,6220,"Loggerhead Shrike","Pie-grièche migratrice","Lanius ludovicianus","Passeriformes","Laniidae","Lanius","ludovicianus"
942,6210,"Northern Shrike","Pie-grièche boréale","Lanius borealis","Passeriformes","Laniidae","Lanius","borealis"
950,6300,"Black-capped Vireo","Viréo à tête noire","Vireo atricapilla","Passeriformes","Vireonidae","Vireo","atricapilla"
952,6310,"White-eyed Vireo","Viréo aux yeux blancs","Vireo griseus","Passeriformes","Vireonidae","Vireo","griseus"
957,6330,"Bell's Vireo","Viréo de Bell","Vireo bellii","Passeriformes","Vireonidae","Vireo","bellii"
958,6340,"Gray Vireo","Viréo gris","Vireo vicinior","Passeriformes","Vireonidae","Vireo","vicinior"
959,6320,"Hutton's Vireo","Viréo de Hutton","Vireo huttoni","Passeriformes","Vireonidae","Vireo","huttoni"
960,6280,"Yellow-throated Vireo","Viréo à gorge jaune","Vireo flavifrons","Passeriformes","Vireonidae","Vireo","flavifrons"
961,6291,"Cassin's Vireo","Viréo de Cassin","Vireo cassinii","Passeriformes","Vireonidae","Vireo","cassinii"
962,6290,"Blue-headed Vireo","Viréo à tête bleue","Vireo solitarius","Passeriformes","Vireonidae","Vireo","solitarius"
963,6295,"unid. Cassin's Vireo / Blue-headed Vireo","unid Viréo de Cassin / Viréo à tête bleue","Vireo cassinii / solitarius","Passeriformes","Vireonidae","Vireo","cassinii / solitarius"
964,6292,"Plumbeous Vireo","Viréo plombé","Vireo plumbeus","Passeriformes","Vireonidae","Vireo","plumbeus"
965,6296,"unid. Plumbeous Vireo / Cassin's Vireo","unid Viréo plombé / Viréo de Cassin","Vireo plumbeus / cassinii","Passeriformes","Vireonidae","Vireo","plumbeus / cassinii"
966,6260,"Philadelphia Vireo","Viréo de Philadelphie","Vireo philadelphicus","Passeriformes","Vireonidae","Vireo","philadelphicus"
967,6270,"Warbling Vireo","Viréo mélodieux","Vireo gilvus","Passeriformes","Vireonidae","Vireo","gilvus"
969,6240,"Red-eyed Vireo","Viréo aux yeux rouges","Vireo olivaceus","Passeriformes","Vireonidae","Vireo","olivaceus"
971,6230,"Black-whiskered Vireo","Viréo à moustaches","Vireo altiloquus","Passeriformes","Vireonidae","Vireo","altiloquus"
973,4840,"Canada Jay","Mésangeai du Canada","Perisoreus canadensis","Passeriformes","Corvidae","Perisoreus","canadensis"
982,4830,"Green Jay","Geai vert","Cyanocorax yncas","Passeriformes","Corvidae","Cyanocorax","yncas"
986,4920,"Pinyon Jay","Geai des pinèdes","Gymnorhinus cyanocephalus","Passeriformes","Corvidae","Gymnorhinus","cyanocephalus"
987,4780,"Steller's Jay","Geai de Steller","Cyanocitta stelleri","Passeriformes","Corvidae","Cyanocitta","stelleri"
988,4770,"Blue Jay","Geai bleu","Cyanocitta cristata","Passeriformes","Corvidae","Cyanocitta","cristata"
989,4790,"Florida Scrub-Jay","Geai à gorge blanche","Aphelocoma coerulescens","Passeriformes","Corvidae","Aphelocoma","coerulescens"
990,4811,"Island Scrub-Jay","Geai de Santa Cruz","Aphelocoma insularis","Passeriformes","Corvidae","Aphelocoma","insularis"
991,4812,"California Scrub-Jay","Geai buissonnier","Aphelocoma californica","Passeriformes","Corvidae","Aphelocoma","californica"
992,4813,"Woodhouse's Scrub-Jay","Geai de Woodhouse","Aphelocoma woodhouseii","Passeriformes","Corvidae","Aphelocoma","woodhouseii"
993,4810,"unid. California Scrub-Jay / Woodhouse's Scrub-Jay","unid Geai buissonnier / Geai de Woodhouse","Aphelocoma californica / woodhouseii","Passeriformes","Corvidae","Aphelocoma","californica / woodhouseii"
995,4820,"Mexican Jay","Geai du Mexique","Aphelocoma wollweberi","Passeriformes","Corvidae","Aphelocoma","wollweberi"
997,4910,"Clark's Nutcracker","Cassenoix d'Amérique","Nucifraga columbiana","Passeriformes","Corvidae","Nucifraga","columbiana"
998,4750,"Black-billed Magpie","Pie d'Amérique","Pica hudsonia","Passeriformes","Corvidae","Pica","hudsonia"
999,4760,"Yellow-billed Magpie","Pie à bec jaune","Pica nuttalli","Passeriformes","Corvidae","Pica","nuttalli"
1001,4880,"American Crow","Corneille d'Amérique","Corvus brachyrhynchos","Passeriformes","Corvidae","Corvus","brachyrhynchos"
1002,4890,"Northwestern Crow","Corneille d'Alaska","Corvus caurinus","Passeriformes","Corvidae","Corvus","caurinus"
1005,4900,"Fish Crow","Corneille de rivage","Corvus ossifragus","Passeriformes","Corvidae","Corvus","ossifragus"
1006,4881,"unid. American Crow / Fish Crow","unid Corneille d'Amérique / Corneille de rivage","Corvus brachyrhynchos / ossifragus","Passeriformes","Corvidae","Corvus","brachyrhynchos / ossifragus"
1007,4882,"unid. American Crow / Northwestern Crow","unid Corneille d'Amérique / Corneille d'Alaska","Corvus brachyrhynchos / caurinus","Passeriformes","Corvidae","Corvus","brachyrhynchos / caurinus"
1008,4870,"Chihuahuan Raven","Corbeau à cou blanc","Corvus cryptoleucus","Passeriformes","Corvidae","Corvus","cryptoleucus"
1009,4860,"Common Raven","Grand Corbeau","Corvus corax","Passeriformes","Corvidae","Corvus","corax"
1010,4865,"unid. Chihuahuan Raven / Common Raven","unid Grand Corbeau / Corbeau à cou blanc","Corvus cryptoleucus / corax","Passeriformes","Corvidae","Corvus","cryptoleucus / corax"
1011,4730,"Eurasian Skylark","Alouette des champs","Alauda arvensis","Passeriformes","Alaudidae","Alauda","arvensis"
1012,4740,"Horned Lark","Alouette hausse-col","Eremophila alpestris","Passeriformes","Alaudidae","Eremophila","alpestris"
1013,6160,"Bank Swallow","Hirondelle de rivage","Riparia riparia","Passeriformes","Hirundinidae","Riparia","riparia"
1014,6140,"Tree Swallow","Hirondelle bicolore","Tachycineta bicolor","Passeriformes","Hirundinidae","Tachycineta","bicolor"
1016,6150,"Violet-green Swallow","Hirondelle à face blanche","Tachycineta thalassina","Passeriformes","Hirundinidae","Tachycineta","thalassina"
1020,6170,"Northern Rough-winged Swallow","Hirondelle à ailes hérissées","Stelgidopteryx serripennis","Passeriformes","Hirundinidae","Stelgidopteryx","serripennis"
1024,6110,"Purple Martin","Hirondelle noire","Progne subis","Passeriformes","Hirundinidae","Progne","subis"
1028,6130,"Barn Swallow","Hirondelle rustique","Hirundo rustica","Passeriformes","Hirundinidae","Hirundo","rustica"
1030,6120,"Cliff Swallow","Hirondelle à front blanc","Petrochelidon pyrrhonota","Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota"
1031,6121,"Cave Swallow","Hirondelle à front brun","Petrochelidon fulva","Passeriformes","Hirundinidae","Petrochelidon","fulva"
1032,6122,"unid. Cave Swallow / Cliff Swallow","unid Hirondelle à front blanc / à front brun","Petrochelidon pyrrhonota / fulva","Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota / fulva"
1033,7360,"Carolina Chickadee","Mésange de Caroline","Poecile carolinensis","Passeriformes","Paridae","Poecile","carolinensis"
1034,7350,"Black-capped Chickadee","Mésange à tête noire","Poecile atricapillus","Passeriformes","Paridae","Poecile","atricapillus"
1035,7380,"Mountain Chickadee","Mésange de Gambel","Poecile gambeli","Passeriformes","Paridae","Poecile","gambeli"
1036,7370,"Mexican Chickadee","Mésange grise","Poecile sclateri","Passeriformes","Paridae","Poecile","sclateri"
1037,7410,"Chestnut-backed Chickadee","Mésange à dos marron","Poecile rufescens","Passeriformes","Paridae","Poecile","rufescens"
1038,7400,"Boreal Chickadee","Mésange à tête brune","Poecile hudsonicus","Passeriformes","Paridae","Poecile","hudsonicus"
1040,7352,"unid. Carolina Chickadee / Black-capped Chickadee","unid Mésange de Caroline / Mésange à tête noire","Poecile carolinensis / atricapillus","Passeriformes","Paridae","Poecile","carolinensis / atricapillus"
1041,7353,"unid. Black-capped Chickadee / Mountain Chickadee","unid Mésange à tête noire / Mésange de Gambel","Poecile atricapillus / gambeli","Passeriformes","Paridae","Poecile","atricapillus / gambeli"
1042,7354,"unid. Black-capped Chickadee / Boreal Chickadee","unid Mésange à tête noire / Mésange à tête brune","Poecile atricapillus / hudsonicus","Passeriformes","Paridae","Poecile","atricapillus / hudsonicus"
1043,7351,"unid. western chickadee species","unid Mésange sp. de l'Ouest","Poecile sp.","Passeriformes","Paridae","Poecile","sp."
1044,7340,"Bridled Titmouse","Mésange arlequin","Baeolophus wollweberi","Passeriformes","Paridae","Baeolophus","wollweberi"
1045,7330,"Oak Titmouse","Mésange unicolore","Baeolophus inornatus","Passeriformes","Paridae","Baeolophus","inornatus"
1046,7331,"Juniper Titmouse","Mésange des genévriers","Baeolophus ridgwayi","Passeriformes","Paridae","Baeolophus","ridgwayi"
1047,7332,"unid. Oak Titmouse / Juniper Titmouse","unid unid Mésange unicolore / Mésange des genévrie","Baeolophus inornatus / ridgwayi","Passeriformes","Paridae","Baeolophus","inornatus / ridgwayi"
1048,7310,"Tufted Titmouse","Mésange bicolore","Baeolophus bicolor","Passeriformes","Paridae","Baeolophus","bicolor"
1049,7320,"Black-crested Titmouse","Mésange à plumet noir","Baeolophus atricristatus","Passeriformes","Paridae","Baeolophus","atricristatus"
1050,7315,"unid. Tufted Titmouse / Black-crested Titmouse","unid Mésange bicolore / Mésange à plumet noir","Baeolophus bicolor / atricristatus","Passeriformes","Paridae","Baeolophus","bicolor / atricristatus"
1051,7460,"Verdin","Auripare verdin","Auriparus flaviceps","Passeriformes","Remizidae","Auriparus","flaviceps"
1052,7430,"Bushtit","Mésange buissonnière","Psaltriparus minimus","Passeriformes","Aegithalidae","Psaltriparus","minimus"
1053,7280,"Red-breasted Nuthatch","Sittelle à poitrine rousse","Sitta canadensis","Passeriformes","Sittidae","Sitta","canadensis"
1054,7270,"White-breasted Nuthatch","Sittelle à poitrine blanche","Sitta carolinensis","Passeriformes","Sittidae","Sitta","carolinensis"
1055,7300,"Pygmy Nuthatch","Sittelle pygmée","Sitta pygmaea","Passeriformes","Sittidae","Sitta","pygmaea"
1056,7290,"Brown-headed Nuthatch","Sittelle à tête brune","Sitta pusilla","Passeriformes","Sittidae","Sitta","pusilla"
1057,7260,"Brown Creeper","Grimpereau brun","Certhia americana","Passeriformes","Certhiidae","Certhia","americana"
1058,7150,"Rock Wren","Troglodyte des rochers","Salpinctes obsoletus","Passeriformes","Troglodytidae","Salpinctes","obsoletus"
1060,7170,"Canyon Wren","Troglodyte des canyons","Catherpes mexicanus","Passeriformes","Troglodytidae","Catherpes","mexicanus"
1063,7210,"House Wren","Troglodyte familier","Troglodytes aedon","Passeriformes","Troglodytidae","Troglodytes","aedon"
1067,7221,"Pacific Wren","Troglodyte de Baird","Troglodytes pacificus","Passeriformes","Troglodytidae","Troglodytes","pacificus"
1068,7222,"Winter Wren","Troglodyte des forêts","Troglodytes hiemalis","Passeriformes","Troglodytidae","Troglodytes","hiemalis"
1069,7220,"unid. Pacific Wren / Winter Wren","unid Troglodyte des forêts / Troglodyte de Baird","Troglodytes pacificus / hiemalis","Passeriformes","Troglodytidae","Troglodytes","pacificus / hiemalis"
1070,7240,"Sedge Wren","Troglodyte à bec court","Cistothorus platensis","Passeriformes","Troglodytidae","Cistothorus","platensis"
1071,7250,"Marsh Wren","Troglodyte des marais","Cistothorus palustris","Passeriformes","Troglodytidae","Cistothorus","palustris"
1072,7180,"Carolina Wren","Troglodyte de Caroline","Thryothorus ludovicianus","Passeriformes","Troglodytidae","Thryothorus","ludovicianus"
1073,7190,"Bewick's Wren","Troglodyte de Bewick","Thryomanes bewickii","Passeriformes","Troglodytidae","Thryomanes","bewickii"
1081,7130,"Cactus Wren","Troglodyte des cactus","Campylorhynchus brunneicapillus","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus"
1085,16600,"Sinaloa Wren","Troglodyte du Sinaloa","Thryophilus sinaloa","Passeriformes","Troglodytidae","Thryophilus","sinaloa"
1092,7510,"Blue-gray Gnatcatcher","Gobemoucheron gris-bleu","Polioptila caerulea","Passeriformes","Polioptilidae","Polioptila","caerulea"
1093,7530,"California Gnatcatcher","Gobemoucheron de Californie","Polioptila californica","Passeriformes","Polioptilidae","Polioptila","californica"
1094,7520,"Black-tailed Gnatcatcher","Gobemoucheron à queue noire","Polioptila melanura","Passeriformes","Polioptilidae","Polioptila","melanura"
1095,7539,"unid. Blue-gray / Black-tailed Gnatcatcher","unid Gobemoucheron gris-bleu / à queue noire","Polioptila caerulea / melanura","Passeriformes","Polioptilidae","Polioptila","caerulea / melanura"
1100,7010,"American Dipper","Cincle d'Amérique","Cinclus mexicanus","Passeriformes","Cinclidae","Cinclus","mexicanus"
1103,7480,"Golden-crowned Kinglet","Roitelet à couronne dorée","Regulus satrapa","Passeriformes","Regulidae","Regulus","satrapa"
1104,7490,"Ruby-crowned Kinglet","Roitelet à couronne rubis","Regulus calendula","Passeriformes","Regulidae","Regulus","calendula"
1111,7470,"Arctic Warbler","Pouillot boréal","Phylloscopus borealis","Passeriformes","Phylloscopidae","Phylloscopus","borealis"
1114,7420,"Wrentit","Cama brune","Chamaea fasciata","Passeriformes","Sylviidae","Chamaea","fasciata"
1125,7640,"Bluethroat","Gorgebleue à miroir","Cyanecula svecica","Passeriformes","Muscicapidae","Cyanecula","svecica"
1133,7650,"Northern Wheatear","Traquet motteux","Oenanthe oenanthe","Passeriformes","Muscicapidae","Oenanthe","oenanthe"
1134,7660,"Eastern Bluebird","Merlebleu de l'Est","Sialia sialis","Passeriformes","Turdidae","Sialia","sialis"
1135,7670,"Western Bluebird","Merlebleu de l'Ouest","Sialia mexicana","Passeriformes","Turdidae","Sialia","mexicana"
1136,7680,"Mountain Bluebird","Merlebleu azuré","Sialia currucoides","Passeriformes","Turdidae","Sialia","currucoides"
1137,7540,"Townsend's Solitaire","Solitaire de Townsend","Myadestes townsendi","Passeriformes","Turdidae","Myadestes","townsendi"
1145,7560,"Veery","Grive fauve","Catharus fuscescens","Passeriformes","Turdidae","Catharus","fuscescens"
1146,7570,"Gray-cheeked Thrush","Grive à joues grises","Catharus minimus","Passeriformes","Turdidae","Catharus","minimus"
1147,7571,"Bicknell's Thrush","Grive de Bicknell","Catharus bicknelli","Passeriformes","Turdidae","Catharus","bicknelli"
1148,7580,"Swainson's Thrush","Grive à dos olive","Catharus ustulatus","Passeriformes","Turdidae","Catharus","ustulatus"
1149,7590,"Hermit Thrush","Grive solitaire","Catharus guttatus","Passeriformes","Turdidae","Catharus","guttatus"
1150,7550,"Wood Thrush","Grive des bois","Hylocichla mustelina","Passeriformes","Turdidae","Hylocichla","mustelina"
1163,7610,"American Robin","Merle d'Amérique","Turdus migratorius","Passeriformes","Turdidae","Turdus","migratorius"
1165,7630,"Varied Thrush","Grive à collier","Ixoreus naevius","Passeriformes","Turdidae","Ixoreus","naevius"
1170,7040,"Gray Catbird","Moqueur chat","Dumetella carolinensis","Passeriformes","Mimidae","Dumetella","carolinensis"
1171,7070,"Curve-billed Thrasher","Moqueur à bec courbe","Toxostoma curvirostre","Passeriformes","Mimidae","Toxostoma","curvirostre"
1173,7050,"Brown Thrasher","Moqueur roux","Toxostoma rufum","Passeriformes","Mimidae","Toxostoma","rufum"
1174,7060,"Long-billed Thrasher","Moqueur à long bec","Toxostoma longirostre","Passeriformes","Mimidae","Toxostoma","longirostre"
1176,7080,"Bendire's Thrasher","Moqueur de Bendire","Toxostoma bendirei","Passeriformes","Mimidae","Toxostoma","bendirei"
1178,7100,"California Thrasher","Moqueur de Californie","Toxostoma redivivum","Passeriformes","Mimidae","Toxostoma","redivivum"
1179,7110,"LeConte's Thrasher","Moqueur de LeConte","Toxostoma lecontei","Passeriformes","Mimidae","Toxostoma","lecontei"
1180,7120,"Crissal Thrasher","Moqueur cul-roux","Toxostoma crissale","Passeriformes","Mimidae","Toxostoma","crissale"
1181,7020,"Sage Thrasher","Moqueur des armoises","Oreoscoptes montanus","Passeriformes","Mimidae","Oreoscoptes","montanus"
1182,7031,"Bahama Mockingbird","Moqueur des Bahamas","Mimus gundlachii","Passeriformes","Mimidae","Mimus","gundlachii"
1185,7030,"Northern Mockingbird","Moqueur polyglotte","Mimus polyglottos","Passeriformes","Mimidae","Mimus","polyglottos"
1186,4930,"European Starling","Étourneau sansonnet","Sturnus vulgaris","Passeriformes","Sturnidae","Sturnus","vulgaris"
1187,4932,"Common Myna","Martin triste","Acridotheres tristis","Passeriformes","Sturnidae","Acridotheres","tristis"
1188,6180,"Bohemian Waxwing","Jaseur boréal","Bombycilla garrulus","Passeriformes","Bombycillidae","Bombycilla","garrulus"
1189,6190,"Cedar Waxwing","Jaseur d'Amérique","Bombycilla cedrorum","Passeriformes","Bombycillidae","Bombycilla","cedrorum"
1190,6185,"unid. Cedar Waxwing / Bohemian Waxwing","unid Jaseur sp.","Bombycilla garrulus / cedrorum","Passeriformes","Bombycillidae","Bombycilla","garrulus / cedrorum"
1192,6200,"Phainopepla","Phénopèple luisant","Phainopepla nitens","Passeriformes","Ptiliogonatidae","Phainopepla","nitens"
1193,6510,"Olive Warbler","Fauvine des pins","Peucedramus taeniatus","Passeriformes","Peucedramidae","Peucedramus","taeniatus"
1195,19500,"Northern Red Bishop","Euplecte franciscain","Euplectes franciscanus","Passeriformes","Ploceidae","Euplectes","franciscanus"
